,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,issue_id,issue_comment_id,issue_comment_body,issue_comment_reactions,actor_repo_association,actor_type,actor_site_admin_status
4,IssueCommentEvent,2018-03-11 18:11:12+00:00,73567304,ofek/bit,9677399,ofek,,,304168038,372135969,"Ah, I see. Yes this is tricky :slightly_frowning_face:",{},OWNER,User,False
5,IssueCommentEvent,2018-03-26 15:00:19+00:00,73567304,ofek/bit,4624114,teran-mckinney,,,276453403,376197013,"@expired-brain, bit would need a lot of rewriting to support that. At this time, your best luck if if you fork off with another altcoin like how I did with bitcash. bit is a great base for other libraries, but it may get very tricky to support others all in one.",{},COLLABORATOR,User,False
6,IssueCommentEvent,2018-05-15 05:33:13+00:00,73567304,ofek/bit,29787563,linux-mining,,,323068497,389047873,So how to you generate a public key to share with others?,{},NONE,User,False
8,IssueCommentEvent,2018-08-21 11:26:31+00:00,73567304,ofek/bit,42312229,AndZhig,,,348286855,414641847,"At me too does not work on win 10.

**from bit import * 
key = Key(compressed=False)
print(key)**

speaks 

...line 8, in <module>
    key = Key(compressed=False)
TypeError: __init__() got an unexpected keyword argument 'compressed'",{},NONE,User,False
9,IssueCommentEvent,2016-11-10 09:32:03+00:00,7470121,wuub/rxv,588857,wuub,,,188206679,259642724,"1) I like the idea a lot
2) One thing I'm not sure about is what should we do if parsing of `desc.xml` or capability detection  fails. On one hand I think rxv should fail as well, on the other if it worked w/o it maybe it should try to work w/o desc but with warnings.  If I had to choose right now, I would say: fail early, fail loudly. 

",{},,User,False
15,IssueCommentEvent,2017-02-24 09:43:55+00:00,54391698,jd/pifpaf,2644,jd,,,209867957,282248713,Can you add the Fixes #45 in the commit message? other than that i'm good with it :),{},,User,False
20,IssueCommentEvent,2017-02-27 07:45:42+00:00,8387179,uiri/toml,364765,uiri,,,193244295,282649404,"From the spec:

> For writing long strings without introducing extraneous whitespace, use a ""line ending backslash"". When the last non-whitespace character on a line is a `\`, it will be trimmed along with all whitespace (including newlines) up to the next non-whitespace character or closing delimiter.

Closing as WONTFIX due to compliance with the spec.",{},,User,False
23,IssueCommentEvent,2018-06-30 06:15:10+00:00,8387179,uiri/toml,364765,uiri,,,333052297,401520581,Thank you for reporting this issue! It looks like there wasn't any backslash detection for detecting string boundaries inside inline tables in arrays of inline tables. This should be fixed by the related commits.,{},OWNER,User,False
29,IssueCommentEvent,2017-10-12 14:56:48+00:00,1673145,FSX/misaka,11028864,mshava,,,115199020,336163456,"Pip install misaka gives me an error = Failed building wheel for misaka,  error: Microsoft Visual C++ 14.0 is required. Get it with ""Microsoft Visual C++ Build Tools"": http://landinghub.visualstudio.com/visual-cpp-build-tools",{},NONE,User,False
31,IssueCommentEvent,2017-05-31 12:09:09+00:00,69408336,MrOlm/drep,4169854,shaman-narayanasamy,,,221802091,305171051,"Hi Matt,

Sorry for the late reply. 

Looks like my last post was a false alarm. I notice that these example genomes seems to be failing because I am using very specific parameters: 

`dRep dereplicate_wf         RepresentativeBins         -p 48         --completeness 0.6         --strain_htr 101         --P_ani 0.6         --S_ani 0.965         --overwrite         -g AllBins/*.fa`

I am not sure if this is a good diagnosis of the problem, but it only fails on those example genomes and not when I use my own genomes/bins.

Therefore, dRep works rather swimmingly on my own genomes and bins, stemming from a real dataset. Specifically, I ran it on more than 12000 bins, ending up with more than 2000 representative genomes. It took approximately 3 days on a 48 threads (and lots of memory). I am not sure if you've ran it on such a large dataset before. Just though I should report it to let you know that it works :)

Let me know if you have more questions. If not, I think we can close this issue :)

Cheers!
Shaman",{},,User,False
